Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H
829,232,H,WesternKentucky,14,7,7,0,28,8,10.5,-390,5.5
829,233,V,AlabamaSt,13,0,6,0,19,NL,50.5,20000,28
829,234,H,UAB,14,10,0,0,24,38,40,-60000,19.5
829,235,V,SouthDakotaSt,0,7,14,0,21,NL,56,445,28
829,236,H,MinnesotaU,0,13,7,8,28,15.5,14.5,-620,8
829,237,V,NO.Colorado,3,3,9,3,18,NL,59.5,750,27.5
829,238,H,SanJoseState,14,7,7,7,35,13,17.5,-1200,4.5
829,309805,V,DelawareSt,3,3,0,7,13,NL,45.5,-300,21.5
829,309806,H,Delaware,3,13,9,6,31,22.5,26,-4500,11.5
829,309807,V,Valparaiso,0,0,7,0,7,NL,56.5,1160,25.5
829,309808,H,EasternKentucky,15,17,7,14,53,20.5,22.5,-2480,7.5
829,309809,V,Jacksonville,0,6,0,13,19,NL,66.5,1150,27.5
829,309810,H,Richmond,14,17,7,0,38,17,23,-2450,9.5
829,309811,V,EasternIllinois,3,7,0,0,10,NL,53,364,26.5
829,309812,H,Chattanooga,7,10,7,0,24,8.5,13,-550,5.5
829,309813,V,Bryant,0,3,0,7,10,NL,63,975,30.5
829,309814,H,StonyBrook,7,7,14,7,35,24.5,22,-1975,10
829,309815,V,NorthwesternSt,7,13,0,0,20,NL,63.5,175,31.5
829,309816,H,TennesseeMartin,14,0,14,14,42,4.5,6,-245,3.5
829,309817,V,SoIllinois,7,7,0,12,26,NL,70.5,190,34.5
829,309818,H,SEMissouriSt,0,20,17,7,44,6.5,6.5,-270,0.5
829,309819,V,NCCentral,3,0,0,7,10,NL,56.5,525,27.5
829,309820,H,AustinPeay,7,24,3,7,41,16.5,16.5,-975,1.5
829,309821,V,WesternIllinois,0,14,3,0,17,24.5,18.5,-1200,10.5
829,309822,H,NorthAlabama,6,13,7,0,26,NL,49.5,600,24.5
829,309823,V,JacksonvilleSt,0,7,0,7,14,6.5,9.5,-380,6.5
829,309824,H,SELouisiana,14,7,7,7,35,NL,62.5,260,30.5
829,309825,V,MissouriSt,3,3,10,7,23,3,58,105,1.5
829,309826,H,NorthernArizona,3,17,14,3,37,NL,3,-145,28.5
830,145,V,Rice,0,7,0,0,7,51,46.5,1100,21.5
830,146,H,Army,0,7,0,7,14,23.5,23.5,-2500,10
830,147,V,UtahState,7,14,7,7,35,65,61.5,175,34
830,148,H,WakeForest,10,7,14,7,38,2.5,5.5,-210,1
830,149,V,Wisconsin,7,21,14,7,49,9.5,10.5,-400,4
830,150,H,SouthFlorida,0,0,0,0,0,57,58,300,24
830,151,V,Tulsa,0,7,0,0,7,44.5,48,1200,22
830,152,H,MichiganState,7,18,3,0,28,20,23.5,-3000,9.5
830,153,V,Massachusetts,21,0,0,0,21,57,53.5,600,29
830,154,H,Rutgers,7,31,3,7,48,10,17,-900,7.5
830,155,V,ColoradoState,7,14,3,7,31,61.5,56,350,29
830,156,H,Colorado,7,17,14,14,52,10.5,11.5,-450,3.5
830,157,V,Purdue,10,14,7,0,31,6.5,11,-425,4.5
830,158,H,Nevada,0,7,10,17,34,57,58.5,325,26
830,159,V,OklahomaState,7,24,14,7,52,16.5,13.5,-550,7
830,160,H,OregonState,10,6,7,13,36,72,74,400,36.5
830,309827,V,SacredHeart,7,0,0,7,14,NL,46,650,24.5
830,309828,H,Maine,21,21,0,0,42,14,16.5,-1000,7.5
831,161,V,FloridaAtlantic,0,3,3,15,21,62,66,2000,25.5
831,162,H,OhioState,28,0,7,10,45,24,28,-4000,12.5
831,163,V,SouthAlabama,7,0,14,0,21,63,65,5500,28
831,164,H,Nebraska,7,7,14,7,35,32,36,-13500,14
831,165,V,EastCarolina,3,0,0,3,6,57.5,51.5,700,24.5
831,166,H,NCState,7,10,7,10,34,20.5,17.5,-1100,7.5
831,167,V,Akron,3,0,0,0,3,58,60.5,750,25.5
831,168,H,Illinois,14,14,14,0,42,15.5,18.5,-1200,7
831,169,V,BallState,3,7,7,7,24,59,60.5,700,28.5
831,170,H,Indiana,10,6,7,11,34,16.5,18,-1100,8
831,171,V,Toledo,7,7,3,7,24,58,60.5,300,29
831,172,H,Kentucky,0,14,10,14,38,13.5,10,-400,5
831,173,V,MississippiState,7,14,7,10,38,22.5,18.5,-1100,7
831,174,H,ULLafayette,7,7,0,14,28,51,60.5,700,28.5
831,175,V,Mississippi,0,0,3,7,10,68,65,145,26.5
831,176,H,Memphis,7,6,0,2,15,7.5,3.5,-170,1.5
831,177,V,GeorgiaState,7,7,7,17,38,57,58.5,1400,27
831,178,H,TennesseeU,14,3,3,10,30,25.5,24.5,-4000,10.5
831,179,V,EasternMichigan,0,7,16,7,30,5.5,5,-210,5
831,180,H,CoastalCarolina,10,3,0,10,23,54,56,175,26
831,181,V,SouthCarolina,10,3,7,0,20,7.5,11.5,-500,4
831,182,H,NorthCarolina,3,3,3,15,24,62.5,62,375,28
831,183,V,Duke,0,3,0,0,3,58,57,3750,26
831,184,H,Alabama,0,14,21,7,42,30,34.5,-9000,15
831,185,V,Northwestern,0,0,0,7,7,50,46.5,210,20.5
831,186,H,Stanford,0,10,0,7,17,7,6.5,-260,pk
831,187,V,VirginiaTech,7,7,7,7,28,2.5,4.5,-200,3.5
831,188,H,BostonCollege,7,21,0,7,35,56.5,57.5,170,30.5
831,189,V,Syracuse,3,7,7,7,24,16.5,19.5,-1100,7.5
831,190,H,Liberty,0,0,0,0,0,66,69.5,700,28.5
831,193,V,SMU,3,13,14,7,37,57.5,58,105,27.5
831,194,H,ArkansasState,7,2,14,7,30,5.5,1,-125,pk
831,195,V,MiddleTennSt,7,7,0,7,21,52,56.5,7500,26.5
831,196,H,Michigan,10,17,6,7,40,30,35,-20000,14.5
831,197,V,MiamiOhio,0,7,0,7,14,50,47.5,1500,23
831,198,H,Iowa,0,10,14,14,38,21.5,25,-5000,9.5
831,199,V,GeorgiaSouthern,0,3,0,0,3,54,50.5,1600,20
831,200,H,LSU,21,21,10,3,55,25.5,27,-6000,7.5
831,201,V,Georgia,14,7,3,6,30,20,23,-3000,8.5
831,202,H,Vanderbilt,0,6,0,0,6,57,56.5,1200,24.5
831,203,V,Virginia,10,3,10,7,30,49,2.5,-140,2
831,204,H,PittsburghU,0,14,0,0,14,1,46.5,120,23
831,205,V,Missouri,14,3,0,14,31,15.5,16,-800,11
831,206,H,Wyoming,0,27,7,3,37,54,53,550,28
831,207,N,Oregon,14,0,7,0,21,57.5,55.5,145,27
831,208,N,Auburn,3,3,7,14,27,2.5,3.5,-170,3.5
831,209,V,LouisianaTech,0,0,0,14,14,54,55,800,24.5
831,210,H,Texas,7,17,14,7,45,18,19.5,-1400,7
831,211,V,NewMexicoState,7,0,0,0,7,64.5,65.5,4750,28.5
831,212,H,WashingtonState,14,21,13,10,58,34,33,-11500,14
831,213,V,FresnoState,3,7,3,10,23,51,50.5,500,23.5
831,214,H,USC,14,3,14,0,31,10.5,14,-700,3.5
831,239,V,Howard,0,0,0,0,0,NL,65.5,6000,30
831,240,H,Maryland,28,28,16,7,79,30,32,-15000,10.5
831,241,V,IndianaSt,0,3,0,14,17,NL,53.5,350,24.5
831,242,H,Kansas,7,3,6,8,24,9.5,12,-440,5
831,243,V,NorthernIowa,0,0,13,0,26,NL,42,1375,17.5
831,244,H,IowaState,3,0,7,3,29,20.5,23.5,-2400,10
831,245,V,JamesMadison,7,0,3,3,13,NL,52.5,230,24.5
831,246,H,WestVirginia,0,3,7,10,20,7.5,7,-270,3
831,247,V,RhodeIsland,0,6,7,7,20,NL,65.5,1750,33.5
831,248,H,Ohio,7,10,17,7,41,25,25,-3500,13
831,249,V,Bucknell,0,9,3,0,12,NL,53.5,30000,20.5
831,250,H,Temple,21,14,7,14,56,40.5,42,-90000,14
831,251,V,EastWashington,0,7,0,7,14,NL,56.5,1450,26
831,252,H,Washington,21,7,14,5,47,22.5,24.5,-2750,9
831,253,V,HolyCross,0,7,0,0,7,NL,53.5,1375,24.5
831,254,H,Navy,10,14,14,7,45,21.5,24.5,-2400,10.5
831,255,V,Idaho,0,0,0,7,7,NL,58.5,35000,23
831,256,H,PennState,20,24,14,21,79,47.5,42.5,-105000,14
831,257,V,EastTennesseeSt,0,0,7,0,7,NL,51.5,7500,23.5
831,258,H,AppalachianSt,7,7,14,14,42,32.5,33.5,-20000,16.5
831,259,V,Colgate,0,0,7,0,7,NL,43.5,1375,21
831,260,H,AirForce,7,28,13,0,48,20.5,23.5,-2400,9.5
831,261,V,MontanaSt,0,7,0,3,10,NL,60,3375,26
831,262,H,TexasTech,14,14,3,14,45,28.5,29,-8000,12
831,263,V,PortlandSt,3,3,0,7,13,NL,60.5,4500,25
831,264,H,Arkansas,10,0,7,3,20,30,30.5,-11000,14
831,265,V,Campbell,7,0,0,7,14,NL,49,12000,21
831,266,H,Troy,17,3,16,7,43,36.5,37,-36000,14
831,267,V,SamHoustonSt,0,16,7,8,31,NL,63.5,230,31
831,268,H,NewMexico,13,9,10,7,39,7,6,-270,1.5
831,269,V,IncarnateWord,0,7,0,0,7,NL,58.5,290,28
831,270,H,TexSanAntonio,7,14,7,7,35,7.5,9.5,-350,1.5
831,271,V,VMI,0,7,0,10,17,NL,66,27500,27
831,272,H,Marshall,14,21,14,7,56,39.5,44,-82500,16
831,273,V,UCDavis,10,0,3,0,13,NL,48,575,22.5
831,274,H,California,0,13,7,7,27,14.5,16.5,-850,7.5
831,275,V,NorfolkSt,0,6,0,15,21,NL,55.5,2500,26.5
831,276,H,OldDominion,14,0,3,7,24,27,25.5,-5000,12.5
831,277,V,Monmouth,0,7,6,0,13,NL,73.5,1500,35.5
831,278,H,WesternMichigan,21,10,14,3,48,25.5,26,-3000,10
831,279,V,NichollsSt,0,0,7,7,14,NL,47.5,1200,21.5
831,280,H,KansasState,14,14,0,21,49,20.5,22,-1900,7.5
831,281,V,IllinoisSt,0,3,0,7,10,NL,42.5,230,18
831,282,H,NoIllinois,3,0,7,14,24,26.5,7,-270,3.5
831,283,V,AlcornSt,0,0,10,0,10,NL,55,1400,21.5
831,284,H,SouthernMiss,10,3,15,10,38,25,24,-2500,10
831,285,V,StephenF.Austin,7,0,0,10,17,NL,57.5,50000,24
831,286,H,Baylor,14,21,14,7,56,42,44,-150000,16
831,287,V,AbileneChristian,0,10,7,14,31,NL,58.5,1350,28.5
831,288,H,NorthTexas,17,21,10,3,51,22.5,23.5,-2300,7.5
831,289,V,ArkPineBluff,0,0,7,0,7,NL,65,100000,29.5
831,290,H,TCU,10,6,13,10,39,52.5,54.5,-400000,21.5
831,291,V,Grambling,6,3,0,0,9,NL,58.5,3250,24.5
831,292,H,ULMonroe,7,10,7,7,31,28.5,28.5,-7500,13.5
831,293,V,HoustonBaptist,0,17,11,6,34,NL,61.5,675,31
831,294,H,UTEP,3,17,13,3,36,17.5,18,-1050,7.5
831,295,V,WeberSt,0,0,0,0,0,NL,36.5,370,17
831,296,H,SanDiegoState,0,3,0,3,6,7,12,-465,6.5
831,297,V,SouthernUtah,0,7,0,16,23,NL,71,1500,33.5
831,298,H,UNLV,7,28,21,0,56,24,25,-3000,7.5
831,299,V,BoiseState,6,13,7,10,36,51.5,54,205,30
831,300,H,FloridaState,21,10,0,0,31,6.5,7,-245,3
831,309829,V,St.Francis(PA),0,0,7,7,14,9,2,-125,3
831,309830,H,Lehigh,10,3,0,0,13,NL,47.5,105,21.5
831,309831,V,CharlestonSou,0,6,7,0,13,NL,40.5,1375,19.5
831,309832,H,Furman,14,10,8,14,46,18.5,23.5,-2400,9.5
831,309833,V,Georgetown,0,0,20,0,20,3.5,3,-155,3
831,309834,H,Davidson,7,13,0,7,27,NL,60.5,135,28.5
831,309835,V,Towson,7,10,0,11,28,NL,4,-185,NL
831,309836,H,TheCitadel,0,14,0,7,21,1,65.5,160,NL
831,309837,V,Montana,0,17,14,0,31,NL,69.5,105,33.5
831,309838,H,SouthDakota,0,10,7,0,17,6,1.5,-125,1.5
831,309839,V,Butler,0,0,10,0,10,NL,57,110000,19.5
